,fiscal_year,buyer_name,tender/stage,tender/mainProcurementCategory,awardee,tender_count,avg_comp,award_val
234,2021-2022,Home B,AOC,Goods,['K S ENTERPRISE'],1.0,-1.0,139310.0
235,2021-2022,Home B,AOC,Goods,['Kumud Barman'],3.0,-1.0,3403730.0
236,2021-2022,Home B,AOC,Goods,['M/S N.N. LAKHIJI ENTERPRISE'],1.0,-1.0,1187750.0
237,2021-2022,Home B,AOC,Goods,['M/S P. STORE'],1.0,-1.0,629610.0
238,2021-2022,Home B,AOC,Goods,['RANJIT BARUAH'],1.0,3.0,687250.0
239,2021-2022,Indigenous and Tribal Faith and Culture Department,AOC,Works,['BABUL KRISHNA HANDIQUE'],2.0,2.0,9971435.84
240,2021-2022,Indigenous and Tribal Faith and Culture Department,AOC,Works,['BORNIL BURAGOHAIN'],1.0,3.0,7113641.0
241,2021-2022,Indigenous and Tribal Faith and Culture Department,AOC,Works,['Deo Ram Baruah'],1.0,4.0,3149672.24
242,2021-2022,Indigenous and Tribal Faith and Culture Department,AOC,Works,['KRISHNA DUTTA'],2.0,3.5,5437532.0
243,2021-2022,Indigenous and Tribal Faith and Culture Department,AOC,Works,['PANKAJ KHANIKAR'],1.0,-1.0,7718300.92
244,2021-2022,Indigenous and Tribal Faith and Culture Department,AOC,Works,['Rantu Borgohain'],1.0,-1.0,3287159.78
245,2021-2022,Industries and Commerce Department,AOC,Goods,['Aastha Hi-Tech Enterprise'],1.0,-1.0,336.0
246,2021-2022,Industries and Commerce Department,AOC,Goods,['Control Plus Oil and Gas Solutions Pvt Ltd'],1.0,-1.0,4503352.0
247,2021-2022,Industries and Commerce Department,AOC,Goods,['Gogoi Solutions Inc.'],1.0,-1.0,1298079.96
248,2021-2022,Industries and Commerce Department,AOC,Goods,['JANTA ENGINEERS & CO. (IRON)'],1.0,-1.0,529230.0
249,2021-2022,Industries and Commerce Department,AOC,Goods,['M/S Advance Electronic Systems'],1.0,-1.0,283908.0
250,2021-2022,Industries and Commerce Department,AOC,Goods,['M/S K.B ENTERPRISE'],1.0,-1.0,324924.0
251,2021-2022,Industries and Commerce Department,AOC,Goods,['Mukand Poly Products'],1.0,-1.0,2003525.54
252,2021-2022,Industries and Commerce Department,AOC,Goods,['SICK India Private Limited'],1.0,1.0,15123800.4
253,2021-2022,Industries and Commerce Department,AOC,Goods,['Sunita Enterprises'],1.0,-1.0,67597.0
254,2021-2022,Industries and Commerce Department,AOC,Goods,['Tirupati Industrial Stores'],1.0,-1.0,7523005.04
255,2021-2022,Industries and Commerce Department,AOC,Goods,['kRITI TRADEIMPEX PVT LTD'],1.0,5.0,79200000.0
256,2021-2022,Industries and Commerce Department,AOC,Services,['ABC TECHNOLABS INDIA PRIVATE LIMITED'],1.0,-1.0,1377000.0
257,2021-2022,Industries and Commerce Department,AOC,Services,['AVTAR SINGH'],1.0,-1.0,2881010.5
258,2021-2022,Industries and Commerce Department,AOC,Services,['FICASOFT SAFETY INSPECTION'],1.0,-1.0,70000.0
259,2021-2022,Industries and Commerce Department,AOC,Services,['NOVO COMPUTING'],1.0,-1.0,15931510.4
260,2021-2022,Industries and Commerce Department,AOC,Services,['SIDDHARTHA ENGINEERING AND SALES'],1.0,-1.0,12462535.0
261,2021-2022,Industries and Commerce Department,AOC,Services,['VANGUARD SECURITY SERVICES & SYSTEMS'],1.0,-1.0,7273360.61
262,2021-2022,Industries and Commerce Department,AOC,Works,['AMAL SARMAH'],3.0,2.0,728930.0
263,2021-2022,Industries and Commerce Department,AOC,Works,['B R ENTERPRISE'],1.0,-1.0,347250.0
264,2021-2022,Industries and Commerce Department,AOC,Works,['BIPUL CH. DAS'],5.0,-1.0,16696687.5
265,2021-2022,Industries and Commerce Department,AOC,Works,['Balin Deka'],3.0,-1.0,9953563.5
266,2021-2022,Industries and Commerce Department,AOC,Works,['Benudhar Pegu'],1.0,-1.0,2159732.0
267,2021-2022,Industries and Commerce Department,AOC,Works,['D J ENGINEERING'],1.0,-1.0,543700.0
268,2021-2022,Industries and Commerce Department,AOC,Works,['INDUSTRIAL QUALITY ENGINEERING'],1.0,-1.0,371331.0
269,2021-2022,Industries and Commerce Department,AOC,Works,['Inspira Enterprise India Pvt. Ltd.'],1.0,2.0,178653991.0
270,2021-2022,Industries and Commerce Department,AOC,Works,['M/S N K SAI TRADING'],1.0,-1.0,2416405.0
271,2021-2022,Industries and Commerce Department,AOC,Works,['MS R M ENTERPRISE'],1.0,-1.0,465950.0
272,2021-2022,Industries and Commerce Department,AOC,Works,['MS UNIQUE CONSTRUCTION AND SUPPLY'],3.0,-1.0,9874267.2
273,2021-2022,Industries and Commerce Department,AOC,Works,['Manash Choudhury'],3.0,-1.0,10117667.7
274,2021-2022,Industries and Commerce Department,AOC,Works,['NAMRUP ENGINEERING COMPANY'],1.0,-1.0,270157.5
275,2021-2022,Industries and Commerce Department,AOC,Works,['Power Maxx'],1.0,-1.0,2913631.54
276,2021-2022,Industries and Commerce Department,AOC,Works,['REGISTANCE WORKS'],1.0,-1.0,353134.0
277,2021-2022,Industries and Commerce Department,AOC,Works,['SRI RUPAM SONOWAL'],1.0,-1.0,7057714.39
278,2021-2022,Industries and Commerce Department,AOC,Works,['TEAPRO INDUSTRIES'],1.0,-1.0,293800.0
279,2021-2022,Industries and Commerce Department,AOC,Works,['Technomech Services'],1.0,-1.0,1492125.0
280,2021-2022,Information and Public Relations Department,AOC,Goods,['A.R.T. ENTERTAINMENT & SERVICES PRIVATE LIMITED'],1.0,-1.0,50150000.0
281,2021-2022,Information and Public Relations Department,AOC,Services,['BOOKBELL'],1.0,-1.0,1395.0
282,2021-2022,Irrigation Department,AOC,Goods,['PRADIP KUMAR PAUL'],1.0,-1.0,1894377.0
283,2021-2022,Irrigation Department,AOC,Goods,['SAMBHU BHUSAN DEB'],1.0,-1.0,1840374.0
284,2021-2022,Irrigation Department,AOC,Works,['ABID AHMED LASKAR'],1.0,-1.0,995000.0
285,2021-2022,National Health Mission,AOC,Goods,['Athenese-Dx Private Limited'],1.0,-1.0,1.0
286,2021-2022,National Health Mission,AOC,Services,['Piramal Swasthya Management and Research Institute'],1.0,4.0,422975017.16
287,2021-2022,National Health Mission,AOC,Works,['ABHIJIT BORDOLOI'],2.0,-1.0,5933669.0
288,2021-2022,National Health Mission,AOC,Works,['ADARSH CHOUDHURY'],4.0,-1.0,15905000.0
289,2021-2022,National Health Mission,AOC,Works,['AMIO KUNGOR BASUMATARY'],2.0,-1.0,7630000.0
290,2021-2022,National Health Mission,AOC,Works,['AMIT KUMAR TERON'],5.0,0.4,16870107.0
291,2021-2022,National Health Mission,AOC,Works,['ANIMESH PAUL'],1.0,-1.0,2816881.0
292,2021-2022,National Health Mission,AOC,Works,['ANISUZ ZAMAN'],1.0,4.0,3649599.99
293,2021-2022,National Health Mission,AOC,Works,['ANSHOOMAN BORAH'],3.0,6.333333333333333,11509658.0
294,2021-2022,National Health Mission,AOC,Works,['ANWAR ANSARI'],2.0,-1.0,9209840.0
295,2021-2022,National Health Mission,AOC,Works,['ARUN SARMA'],1.0,4.0,3700684.0
296,2021-2022,National Health Mission,AOC,Works,['AZMAL HUSSAIN BARBHUIYA'],1.0,3.0,2800000.0
297,2021-2022,National Health Mission,AOC,Works,['Abdul Quddus'],1.0,-1.0,69427887.0
298,2021-2022,National Health Mission,AOC,Works,['Alokesh Bhuyan'],2.0,-1.0,6202806.88
299,2021-2022,National Health Mission,AOC,Works,['Animesh Brahma'],2.0,-1.0,7984260.0
300,2021-2022,National Health Mission,AOC,Works,['Anurag Baishya'],1.0,2.0,3857750.0
301,2021-2022,National Health Mission,AOC,Works,['Arsiddh Infraprojects'],3.0,7.0,11797922.08
302,2021-2022,National Health Mission,AOC,Works,['BAHARUL ISLAM MOZUMDER'],1.0,5.0,2805562.0
303,2021-2022,National Health Mission,AOC,Works,['BHARGAB JYOTI PEGU'],2.0,1.5,8070257.77
304,2021-2022,National Health Mission,AOC,Works,['Beena Infratech'],1.0,4.0,3682100.0
305,2021-2022,National Health Mission,AOC,Works,['Bipul Knowar'],1.0,4.0,2724974.0
306,2021-2022,National Health Mission,AOC,Works,['DEWAN ABDUL KHUMA'],1.0,3.0,4701130.17
307,2021-2022,National Health Mission,AOC,Works,['DHIRAJ SAHARIA'],1.0,-1.0,3500000.0
308,2021-2022,National Health Mission,AOC,Works,['DILIP BHUYAN'],1.0,5.0,4635600.0
309,2021-2022,National Health Mission,AOC,Works,['GAURI DIRIAL'],2.0,-1.0,9329832.54
310,2021-2022,National Health Mission,AOC,Works,['Hareswar Deka'],1.0,-1.0,3866690.0
311,2021-2022,National Health Mission,AOC,Works,['Islam Jankar Rahman'],1.0,-1.0,2765042.33
312,2021-2022,National Health Mission,AOC,Works,['Ismail Hussain'],1.0,4.0,4622430.67
313,2021-2022,National Health Mission,AOC,Works,['JITEN GOGOI'],1.0,-1.0,2623859.0
314,2021-2022,National Health Mission,AOC,Works,['Jibon kishore Ray'],2.0,3.0,8555000.0
315,2021-2022,National Health Mission,AOC,Works,['Jintu Das'],1.0,-1.0,12228519.0
316,2021-2022,National Health Mission,AOC,Works,['KANGKAN DEKA'],1.0,-1.0,3912000.0
317,2021-2022,National Health Mission,AOC,Works,['KARUNA BARUAH'],1.0,4.0,2773346.0
318,2021-2022,National Health Mission,AOC,Works,['KIRTEE KAMAL TAMULI'],1.0,4.0,5224210.0
319,2021-2022,National Health Mission,AOC,Works,['M S P and B ENTERPRISE'],2.0,1.0,6966163.65
320,2021-2022,National Health Mission,AOC,Works,['M. K. ENTERPRISE'],2.0,-1.0,8860064.4
321,2021-2022,National Health Mission,AOC,Works,['M/S ELITE AGENCY'],1.0,-1.0,3224821.0
322,2021-2022,National Health Mission,AOC,Works,['M/S J AND P ENTERPRISE'],1.0,-1.0,3835384.0
323,2021-2022,National Health Mission,AOC,Works,['M/S J D ENTERPRISE'],3.0,4.333333333333333,9934757.0
324,2021-2022,National Health Mission,AOC,Works,['M/s Macrocosm Builders'],1.0,-1.0,3485564.0
325,2021-2022,National Health Mission,AOC,Works,['M/s Tina Enterprise'],1.0,-1.0,2879764.0
326,2021-2022,National Health Mission,AOC,Works,['MRINAL ADHIKARY'],1.0,-1.0,3023700.0
327,2021-2022,National Health Mission,AOC,Works,['MS LILI ENTERPRISE'],1.0,-1.0,8174921.0
328,2021-2022,National Health Mission,AOC,Works,['MS S B B Associates'],3.0,-1.0,11221641.97
329,2021-2022,National Health Mission,AOC,Works,['MS SB ENTERPRISES'],1.0,-1.0,5675685.0
330,2021-2022,National Health Mission,AOC,Works,['MS UDAY ENTERPRISE'],1.0,-1.0,2728199.0
331,2021-2022,National Health Mission,AOC,Works,['Md Nabirul Islam'],1.0,-1.0,3058711.0
332,2021-2022,National Health Mission,AOC,Works,['Md. Aminur Rahman'],1.0,1.0,4280337.0
333,2021-2022,National Health Mission,AOC,Works,['Md. Sarif Ali'],1.0,3.0,2694000.0
334,2021-2022,National Health Mission,AOC,Works,['NIZAMUDDIN AHMED'],1.0,-1.0,2610000.0
335,2021-2022,National Health Mission,AOC,Works,['North East Supply and Traders'],1.0,-1.0,2306200.0
336,2021-2022,National Health Mission,AOC,Works,['PRIME CONTRACTS AND SUPPLIERS'],1.0,-1.0,5550000.0
337,2021-2022,National Health Mission,AOC,Works,['S.B. ENTERPRISE'],1.0,-1.0,5058716.0
338,2021-2022,National Health Mission,AOC,Works,['SAFIKUL ISLAM'],1.0,-1.0,2587500.0
339,2021-2022,National Health Mission,AOC,Works,['SOYED LAI'],1.0,-1.0,4720000.0
340,2021-2022,National Health Mission,AOC,Works,['SRI AJAY BARMAN'],1.0,2.0,2742000.0
341,2021-2022,National Health Mission,AOC,Works,['SURYA KANTA BISWAL'],1.0,-1.0,7633178.0
342,2021-2022,National Health Mission,AOC,Works,['Saiful Enterprise'],1.0,-1.0,2805400.0
343,2021-2022,National Health Mission,AOC,Works,['Sanjib Barman'],1.0,-1.0,3838217.0
344,2021-2022,National Health Mission,AOC,Works,['Shahjahan Ali Seikh'],1.0,-1.0,2902339.0
345,2021-2022,National Health Mission,AOC,Works,['Shankab Phukan'],2.0,-1.0,7761851.0
346,2021-2022,National Health Mission,AOC,Works,['Simanta Das'],2.0,-1.0,7159000.0
347,2021-2022,National Health Mission,AOC,Works,['Sri Basanta Padun'],1.0,-1.0,3343807.0
348,2021-2022,National Health Mission,AOC,Works,['Sri Beekey Agarwala'],1.0,-1.0,3036666.0
349,2021-2022,National Health Mission,AOC,Works,['Sri Jayanta Das'],1.0,-1.0,2659303.0
350,2021-2022,National Health Mission,AOC,Works,['Sri Khagen Kalita'],1.0,-1.0,2731715.0
351,2021-2022,National Health Mission,AOC,Works,['biswajit banik'],3.0,2.0,9947756.0
352,2021-2022,Office of the Chief Electoral Officer Assam,AOC,Services,['APS Advertising Private Limited'],1.0,7.0,499795.0
353,2021-2022,Office of the Chief Electoral Officer Assam,AOC,Services,['Exclusive Advertising Private Limited'],1.0,-1.0,834781.0
354,2021-2022,Office of the Chief Electoral Officer Assam,AOC,Services,['HOLOFLEX LIMITED'],1.0,-1.0,0.9
355,2021-2022,Office of the Chief Electoral Officer Assam,AOC,Services,['KL HI-TECH SECURE PRINT LIMITED'],1.0,-1.0,10.49
356,2021-2022,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Works,['Amar Jyoti Bhattacharjye'],1.0,2.0,6555959.29
357,2021-2022,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Works,['Individual'],1.0,3.0,8665516.79
358,2021-2022,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Works,['MS MANAB JYOTI GOGOI AND CO.'],1.0,4.0,3541652.25
359,2021-2022,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Works,['Rahul Dihingia'],1.0,-1.0,27030975.0
360,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Goods,['HOME DECOR'],1.0,-1.0,7235608.0
361,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Services,['SUSHIL BAHUUDDESHIYA SHIKSHAN SANSTHA'],1.0,-1.0,53.9
362,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Services,['Singhania printing press LLP'],1.0,-1.0,9010948.0
363,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,['AMAR BORA'],1.0,4.0,2850000.0
364,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,['Biswajit Boruah'],4.0,0.25,10013282.92
365,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,['HITESH BORAH'],1.0,3.0,4470369.0
366,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,['KHAGEN HAZARIKA'],1.0,-1.0,4180438.0
367,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,['M/s Trimurty Enterprise'],1.0,-1.0,950000.0
368,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,['MD ANWARUL HAQUE'],1.0,5.0,9234022.0
369,2021-2022,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,['T J Biswajit Mahengia'],1.0,-1.0,7037361.0
370,2021-2022,Principal Secretary-Department of Information Technology,AOC,Goods,['Ahuva Electronic Technologies Private Limited'],1.0,-1.0,4202216.0
371,2021-2022,Principal Secretary-Department of Information Technology,AOC,Services,['A. Energys Pvt. LTd.'],1.0,4.0,7240244.0
372,2021-2022,Principal Secretary-Department of Information Technology,AOC,Services,['Mayush IT Services Private Limited'],1.0,-1.0,8944959.0
373,2021-2022,Public Health Engineering Department,AOC,Services,['APS Advertising Private Limited'],1.0,-1.0,1.0
374,2021-2022,Public Works Building and NH Department,AOC,Works,['AESTHETIC CREATION'],4.0,1.75,13040000.0
375,2021-2022,Public Works Building and NH Department,AOC,Works,['ARCH EN DESIGN'],1.0,4.0,39323600.0
376,2021-2022,Public Works Building and NH Department,AOC,Works,['Ashoka Buildcon Limited'],1.0,-1.0,1881525908.0
377,2021-2022,Public Works Building and NH Department,AOC,Works,['Barthakur & Associates'],1.0,-1.0,3380000.0
378,2021-2022,Public Works Building and NH Department,AOC,Works,['Bikash Enterprises'],1.0,5.0,55617943.74
379,2021-2022,Public Works Building and NH Department,AOC,Works,['DDF Consultants Pvt Ltd'],1.0,1.0,147249250.0
380,2021-2022,Public Works Building and NH Department,AOC,Works,['DESIGN AND BUILD'],1.0,-1.0,2262400.0
381,2021-2022,Public Works Building and NH Department,AOC,Works,['Design Associates Inc'],2.0,1.5,56132500.0
382,2021-2022,Public Works Building and NH Department,AOC,Works,['HIGH-TECH ECOGREEN CONTRACTORS LLP'],1.0,-1.0,651212459.0
383,2021-2022,Public Works Building and NH Department,AOC,Works,['J D Creation'],1.0,-1.0,235104368.0
384,2021-2022,Public Works Building and NH Department,AOC,Works,['JC Construction Pvt Ltd'],3.0,-1.0,72989636.0
385,2021-2022,Public Works Building and NH Department,AOC,Works,['Kapoor and Associates'],1.0,-1.0,3600000.0
386,2021-2022,Public Works Building and NH Department,AOC,Works,['Ks Design Cell'],1.0,-1.0,5600000.0
387,2021-2022,Public Works Building and NH Department,AOC,Works,['M/S B.N.Garodia Construction & Engineering Pvt.Ltd.'],1.0,-1.0,30456635.0
388,2021-2022,Public Works Building and NH Department,AOC,Works,['M/S DANGSANG ENTERPRISES'],1.0,-1.0,61100382.0
389,2021-2022,Public Works Building and NH Department,AOC,Works,['M/S MAHAABALA CONSTRUCTION PVT. LTD.'],1.0,-1.0,80248994.0
390,2021-2022,Public Works Building and NH Department,AOC,Works,['M/S MORAMI ENTERPRISE'],1.0,5.0,55775949.0
391,2021-2022,Public Works Building and NH Department,AOC,Works,['M/S Mayur Associates'],1.0,-1.0,93511000.0
392,2021-2022,Public Works Building and NH Department,AOC,Works,['M/s M.P. Khaitan'],1.0,-1.0,15932525.0
393,2021-2022,Public Works Building and NH Department,AOC,Works,['M/s R.D.Constructions'],1.0,-1.0,24099999.0
394,2021-2022,Public Works Building and NH Department,AOC,Works,['MANASEE'],1.0,-1.0,4150501.0
395,2021-2022,Public Works Building and NH Department,AOC,Works,['MANASH KAGTI AND ASSOCIATES'],2.0,-1.0,9300000.0
396,2021-2022,Public Works Building and NH Department,AOC,Works,['MS N.K CONSTRUCTION'],2.0,-1.0,50962425.0
397,2021-2022,Public Works Building and NH Department,AOC,Works,['NEEV'],1.0,-1.0,3000007.0
398,2021-2022,Public Works Building and NH Department,AOC,Works,['Shree Gautam Construction Co Ltd'],3.0,-1.0,124811854.0
399,2021-2022,Public Works Building and NH Department,AOC,Works,['TOPUBRATTA DUTTA ARCHITECTS'],4.0,-1.0,15450000.0
400,2021-2022,Public Works Building and NH Department,AOC,Works,['WAPCOS LIMITED'],1.0,-1.0,7579560.0
401,2021-2022,Public Works Building and NH Department,AOC,Works,['architects collaborative'],5.0,-0.2,16750500.0
402,2021-2022,Public Works Building and NH Department,AOC,Works,['atw india pvt ltd'],1.0,1.0,247633812.0
403,2021-2022,Public Works Roads Department,AOC,Works,['ABBASUZ ZAMAN'],1.0,-1.0,11343990.0
404,2021-2022,Public Works Roads Department,AOC,Works,['ABDUL GOFUR CHOUDHURY'],1.0,-1.0,44954500.0
405,2021-2022,Public Works Roads Department,AOC,Works,['ABDUL MALIK'],1.0,4.0,39982500.0
406,2021-2022,Public Works Roads Department,AOC,Works,['ABHIJIT PATOWARY'],3.0,2.0,401719058.0
407,2021-2022,Public Works Roads Department,AOC,Works,['ANIL DAS'],2.0,-1.0,78156659.0
408,2021-2022,Public Works Roads Department,AOC,Works,['ANIL KUMAR JAIN'],2.0,-1.0,27120390.0
409,2021-2022,Public Works Roads Department,AOC,Works,['ANUJ CHUTIA'],1.0,2.0,76626900.0
410,2021-2022,Public Works Roads Department,AOC,Works,['ANUPAM NIRMAN PVT. LTD.'],3.0,-1.0,165344400.0
411,2021-2022,Public Works Roads Department,AOC,Works,['ARIFUDDIN AHMED'],1.0,-1.0,61299000.0
412,2021-2022,Public Works Roads Department,AOC,Works,['ARIFUR RAHMAN'],1.0,-1.0,25767786.0
413,2021-2022,Public Works Roads Department,AOC,Works,['Alal Uddin'],1.0,-1.0,61233300.0
414,2021-2022,Public Works Roads Department,AOC,Works,['Altaf Hussain Laskar'],1.0,-1.0,43597800.0
415,2021-2022,Public Works Roads Department,AOC,Works,['Ashok Kr Agarwala'],1.0,3.0,30396900.0
416,2021-2022,Public Works Roads Department,AOC,Works,['BARKAT ULLAH'],1.0,-1.0,20111940.0
417,2021-2022,Public Works Roads Department,AOC,Works,['BASANTA'],1.0,1.0,5905890.39
418,2021-2022,Public Works Roads Department,AOC,Works,['BINNI CONSTRUCTION'],1.0,-1.0,45889200.0
419,2021-2022,Public Works Roads Department,AOC,Works,['Badrul Islam'],1.0,3.0,58421554.0
420,2021-2022,Public Works Roads Department,AOC,Works,['Bhartia Infra Projects Ltd'],2.0,2.0,387513341.0
421,2021-2022,Public Works Roads Department,AOC,Works,['Bikash Enterprises'],1.0,-1.0,27914293.0
422,2021-2022,Public Works Roads Department,AOC,Works,['CHITUL HANDIQUE'],1.0,-1.0,4600850.0
423,2021-2022,Public Works Roads Department,AOC,Works,['DIGANTA DUARAH'],1.0,-1.0,126731430.0
424,2021-2022,Public Works Roads Department,AOC,Works,['DIPANKAR BORA'],1.0,3.0,36003600.0
425,2021-2022,Public Works Roads Department,AOC,Works,['Dhaneswar Kalita'],1.0,-1.0,21377955.01
426,2021-2022,Public Works Roads Department,AOC,Works,['Dharmajyoti Bordoloi'],1.0,-1.0,21307320.0
427,2021-2022,Public Works Roads Department,AOC,Works,['Dipa Basumatary'],1.0,1.0,5332875.3
428,2021-2022,Public Works Roads Department,AOC,Works,['GAUTAM CHAKRABORTY'],1.0,-1.0,32804100.0
429,2021-2022,Public Works Roads Department,AOC,Works,['Ganesh Taparia'],1.0,-1.0,54990900.0
430,2021-2022,Public Works Roads Department,AOC,Works,['HARI PRASAD PEGU'],1.0,4.0,19930500.0
431,2021-2022,Public Works Roads Department,AOC,Works,['Hafizur Rahman'],1.0,1.0,13152812.95
432,2021-2022,Public Works Roads Department,AOC,Works,['JAI MAA KAMAKHYA INFRASTRUCTURE'],1.0,-1.0,86848200.0
433,2021-2022,Public Works Roads Department,AOC,Works,['JC Construction Pvt Ltd'],2.0,-1.0,57035907.2
434,2021-2022,Public Works Roads Department,AOC,Works,['JINTU DUTTA'],2.0,-1.0,26380500.0
435,2021-2022,Public Works Roads Department,AOC,Works,['JOHN MILLIK'],1.0,-1.0,39006000.0
436,2021-2022,Public Works Roads Department,AOC,Works,['JUNEL HUSSAIN'],1.0,-1.0,58345000.0
437,2021-2022,Public Works Roads Department,AOC,Works,['Jayanti Contractors and Engineers Ltd.'],1.0,-1.0,37631700.0
438,2021-2022,Public Works Roads Department,AOC,Works,['KALPA SINGH BORDOLOI'],1.0,-1.0,14244713.0
439,2021-2022,Public Works Roads Department,AOC,Works,['KESHAB GOGOI'],1.0,-1.0,5755580.0
